AnimalID,UFID_Corrected,YEAR,hcw,Marbling,WBSF,CG,Ranch,LOT,RanchLOT
30044,N30044,2017,843,610,5.304539,5,Ranch12,_7606,Ranch12_7606
30045,N30045,2017,860,360,4.368036,6,Ranch12,_7626,Ranch12_7626
30046,N30046,2017,824,410,5.3545,4,Ranch11,_7606,Ranch11_7606
30047,N30047,2017,812,390,4.500911,16,Ranch2,_7606,Ranch2_7606
30048,N30048,2017,827,530,4.340398,5,Ranch12,_7606,Ranch12_7606
30049,N30049,2017,779,470,5.178042,17,Ranch2,_7626,Ranch2_7626
30050,N30050,2017,1068,570,4.348902,36,Ranch14,_7606,Ranch14_7606
30051,N30051,2017,756,410,3.583542,4,Ranch11,_7606,Ranch11_7606
30052,N30052,2017,839,390,4.64229,5,Ranch12,_7606,Ranch12_7606
30053,N30053,2017,1000,520,5.09938,16,Ranch2,_7606,Ranch2_7606
30054,N30054,2017,927,440,4.916544,0,STOFI-StThom,_7606,STOFI-StThom_7606
30055,N30055,2017,723,490,6.073088,17,Ranch2,_7626,Ranch2_7626
30056,N30056,2017,948,390,5.306665,19,Ranch3,_7186,Ranch3_7186
30057,N30057,2017,949,390,4.629534,19,Ranch3,_7186,Ranch3_7186
30058,N30058,2017,873,530,4.795362,28,STOFI-Bright,_7186,STOFI-Bright_7186
30059,N30059,2017,972,370,5.792456,19,Ranch3,_7186,Ranch3_7186
30060,N30060,2017,872,410,4.457328,28,STOFI-Bright,_7186,STOFI-Bright_7186
30061,N30061,2017,912,410,6.805495,28,STOFI-Bright,_7186,STOFI-Bright_7186
30062,N30062,2017,837,460,,28,STOFI-Bright,_7186,STOFI-Bright_7186
30063,N30063,2017,818,390,5.626628,5,Ranch12,_7606,Ranch12_7606
30064,N30064,2017,792,390,,17,Ranch2,_7626,Ranch2_7626
30065,N30065,2017,887,410,,19,Ranch3,_7186,Ranch3_7186
30066,N30066,2017,930,390,4.47221,19,Ranch3,_7186,Ranch3_7186
30067,N30067,2017,786,410,4.530675,28,STOFI-Bright,_7186,STOFI-Bright_7186
30068,N30068,2017,814,390,4.845323,17,Ranch2,_7626,Ranch2_7626
30069,N30069,2017,889,420,4.995206,0,Ranch11,_7556,Ranch11_7556
30070,N30070,2017,889,720,4.919733,22,Ranch5,_7566,Ranch5_7566
30071,N30071,2017,740,520,5.823283,33,STOFI-StThom,_7566,STOFI-StThom_7566
30072,N30072,2017,864,680,4.686936,2,Ranch11,_7566,Ranch11_7566
30073,N30073,2017,871,710,4.169255,8,Ranch14,_7566,Ranch14_7566
30074,N30074,2017,718,410,7.612312,25,Ranch6,_7556,Ranch6_7556
30075,N30075,2017,859,370,5.28009,25,Ranch6,_7556,Ranch6_7556
30076,N30076,2017,844,410,4.295752,0,STOFI-Parker,_7566,STOFI-Parker_7566
30077,N30077,2017,772,510,4.49347,25,Ranch6,_7556,Ranch6_7556
30078,N30078,2017,771,420,6.918173,22,Ranch5,_7566,Ranch5_7566
30079,N30079,2017,897,720,5.945528,33,STOFI-StThom,_7566,STOFI-StThom_7566
30080,N30080,2017,745,520,7.093568,0,STOFI-Parker,_7566,STOFI-Parker_7566
30081,N30081,2017,869,390,4.314886,8,Ranch14,_7566,Ranch14_7566
30082,N30082,2017,772,610,4.437131,33,STOFI-StThom,_7566,STOFI-StThom_7566
30083,N30083,2017,761,820,4.596581,33,STOFI-StThom,_7566,STOFI-StThom_7566
30084,N30084,2017,831,420,5.2482,33,STOFI-StThom,_7566,STOFI-StThom_7566
30085,N30085,2017,683,390,5.193987,25,Ranch6,_7556,Ranch6_7556
30086,N30086,2017,867,470,5.456548,0,STOFI-Bright,_7556,STOFI-Bright_7556
30087,N30087,2017,847,410,3.575038,25,Ranch6,_7556,Ranch6_7556
30088,N30088,2017,842,420,6.904354,25,Ranch6,_7556,Ranch6_7556
30089,N30089,2017,669,380,4.734771,25,Ranch6,_7556,Ranch6_7556
30090,N30090,2017,830,360,4.647605,25,Ranch6,_7556,Ranch6_7556
30091,N30091,2017,812,390,5.353437,25,Ranch6,_7556,Ranch6_7556
30092,N30092,2017,871,410,4.912292,22,Ranch5,_7566,Ranch5_7566
30093,N30093,2017,980,680,,2,Ranch11,_7566,Ranch11_7566
30094,N30094,2017,747,480,,25,Ranch6,_7556,Ranch6_7556
30095,N30095,2017,638,390,5.530958,25,Ranch6,_7556,Ranch6_7556
30096,N30096,2017,667,390,6.82144,2,Ranch11,_7566,Ranch11_7566
30097,N30097,2017,855,490,,13,Ranch2,_7566,Ranch2_7566
30098,N30098,2017,825,510,5.118514,33,STOFI-StThom,_7566,STOFI-StThom_7566
30099,N30099,2017,897,420,5.629817,33,STOFI-StThom,_7566,STOFI-StThom_7566
30100,N30100,2017,812,460,6.586517,0,STOFI-Parker,_7566,STOFI-Parker_7566
30101,N30101,2017,757,710,5.709542,33,STOFI-StThom,_7566,STOFI-StThom_7566
30102,N30102,2017,897,510,8.006685,0,Ranch8,_7556,Ranch8_7556
30103,N30103,2017,921,610,5.924268,33,STOFI-StThom,_7566,STOFI-StThom_7566
30104,N30104,2017,854,310,4.615715,17,Ranch2,_7626,Ranch2_7626
30105,N30105,2017,917,510,4.705007,17,Ranch2,_7626,Ranch2_7626
30106,N30106,2017,795,460,5.096191,6,Ranch12,_7626,Ranch12_7626
30107,N30107,2017,808,390,4.594455,16,Ranch2,_7606,Ranch2_7606
30108,N30108,2017,838,410,4.523234,6,Ranch12,_7626,Ranch12_7626
30109,N30109,2017,944,710,4.817685,24,Ranch5,_7606,Ranch5_7606
30110,N30110,2017,992,390,,36,Ranch14,_7606,Ranch14_7606
30111,N30111,2017,820,430,3.984293,17,Ranch2,_7626,Ranch2_7626
30112,N30112,2017,801,,,0,Ranch8,_7556,Ranch8_7556
40001,N40001,2017,853,420,5.534147,34,STOFI-StThom,_7596,STOFI-StThom_7596
40002,N40002,2017,691,430,4.52536,34,STOFI-StThom,_7596,STOFI-StThom_7596
40003,N40003,2017,878,520,5.08875,15,Ranch2,_7596,Ranch2_7596
40004,N40004,2017,679,430,7.277467,34,STOFI-StThom,_7596,STOFI-StThom_7596
40005,N40005,2017,708,410,6.95963,34,STOFI-StThom,_7596,STOFI-StThom_7596
40006,N40006,2017,861,410,5.735054,34,STOFI-StThom,_7596,STOFI-StThom_7596
40007,N40007,2017,700,570,5.027096,34,STOFI-StThom,_7596,STOFI-StThom_7596
40008,N40008,2017,679,410,4.398863,15,Ranch2,_7596,Ranch2_7596
40009,N40009,2017,735,320,8.136371,15,Ranch2,_7596,Ranch2_7596
40010,N40010,2017,748,440,6.60884,34,STOFI-StThom,_7596,STOFI-StThom_7596
40011,N40011,2017,810,510,7.187112,15,Ranch2,_7596,Ranch2_7596
40012,N40012,2017,681,310,4.625282,34,STOFI-StThom,_7596,STOFI-StThom_7596
40013,N40013,2017,824,520,4.315949,34,STOFI-StThom,_7596,STOFI-StThom_7596
40014,N40014,2017,850,570,3.904568,15,Ranch2,_7596,Ranch2_7596
40015,N40015,2017,887,510,5.283279,34,STOFI-StThom,_7596,STOFI-StThom_7596
40016,N40016,2017,721,460,4.158625,15,Ranch2,_7596,Ranch2_7596
40017,N40017,2017,730,610,5.058986,34,STOFI-StThom,_7596,STOFI-StThom_7596
40018,N40018,2017,763,460,4.766661,15,Ranch2,_7596,Ranch2_7596
40019,N40019,2017,724,610,5.356626,34,STOFI-StThom,_7596,STOFI-StThom_7596
40020,N40020,2017,765,380,4.052325,34,STOFI-StThom,_7596,STOFI-StThom_7596
40021,N40021,2017,756,340,6.694943,34,STOFI-StThom,_7596,STOFI-StThom_7596
40022,N40022,2017,707,510,6.32183,34,STOFI-StThom,_7596,STOFI-StThom_7596
40023,N40023,2017,734,460,4.564691,9,Ranch14,_7596,Ranch14_7596
40024,N40024,2017,717,390,,23,Ranch5,_7596,Ranch5_7596
40025,N40025,,,,5.236507,0,0,0,00
40026,N40026,2017,819,510,4.297878,34,STOFI-StThom,_7596,STOFI-StThom_7596
40027,N40027,2017,712,280,4.983513,0,Ranch3,_77146,Ranch3_77146
40028,N40028,2017,772,410,5.055797,1,Ranch1,_77146,Ranch1_77146
40029,N40029,2017,828,310,4.946308,1,Ranch1,_77146,Ranch1_77146
40030,N40030,2017,849,370,5.340681,1,Ranch1,_77146,Ranch1_77146
40031,N40031,2017,759,360,6.762975,0,Ranch3,_77146,Ranch3_77146
40032,N40032,2017,859,510,4.673117,1,Ranch1,_77146,Ranch1_77146
40033,N40033,2017,831,310,4.570006,1,Ranch1,_77146,Ranch1_77146
40034,N40034,2017,867,390,5.614935,1,Ranch1,_77146,Ranch1_77146
40035,N40035,2017,926,360,4.604022,1,Ranch1,_77146,Ranch1_77146
40036,N40036,2017,1010,280,4.74859,1,Ranch1,_77146,Ranch1_77146
40037,N40037,2017,901,360,4.672054,1,Ranch1,_77146,Ranch1_77146
40038,N40038,2017,832,340,4.556187,1,Ranch1,_77146,Ranch1_77146
40039,N40039,2017,868,410,4.144806,1,Ranch1,_77146,Ranch1_77146
40040,N40040,2017,941,460,4.329768,1,Ranch1,_77146,Ranch1_77146
40041,N40041,2017,839,410,5.380012,0,Ranch3,_77146,Ranch3_77146
40042,N40042,2017,861,520,3.751496,1,Ranch1,_77146,Ranch1_77146
40043,N40043,2017,954,410,3.998112,1,Ranch1,_77146,Ranch1_77146
40044,N40044,2017,913,510,4.676306,1,Ranch1,_77146,Ranch1_77146
40045,N40045,2017,857,750,4.361658,1,Ranch1,_77146,Ranch1_77146
40046,N40046,2017,947,420,4.685873,1,Ranch1,_77146,Ranch1_77146
40047,N40047,2017,989,370,5.11001,1,Ranch1,_77146,Ranch1_77146
40048,N40048,2017,790,410,5.484186,1,Ranch1,_77146,Ranch1_77146
40049,N40049,2017,856,510,4.628471,1,Ranch1,_77146,Ranch1_77146
40050,N40050,2017,973,410,4.491344,1,Ranch1,_77146,Ranch1_77146
40051,N40051,2017,879,360,4.188389,1,Ranch1,_77146,Ranch1_77146
40052,N40052,2017,828,420,4.473273,1,Ranch1,_77146,Ranch1_77146
40053,N40053,2017,874,280,5.251389,1,Ranch1,_77146,Ranch1_77146
40054,N40054,2017,845,310,5.360878,1,Ranch1,_77146,Ranch1_77146
40055,N40055,2017,874,420,5.01434,1,Ranch1,_77146,Ranch1_77146
40056,N40056,2017,800,310,4.816622,0,Ranch3,_77146,Ranch3_77146
40057,N40057,2017,870,410,4.853827,1,Ranch1,_77146,Ranch1_77146
40058,N40058,2017,899,410,5.191861,1,Ranch1,_77146,Ranch1_77146
40059,N40059,2017,773,410,4.673117,23,Ranch5,_7596,Ranch5_7596
40060,N40060,2017,706,280,4.354217,15,Ranch2,_7596,Ranch2_7596
40061,N40061,2017,695,360,4.356343,1,Ranch1,_77146,Ranch1_77146
40062,N40062,2017,791,430,4.402052,34,STOFI-StThom,_7596,STOFI-StThom_7596
40063,N40063,2017,852,620,4.13205,34,STOFI-StThom,_7596,STOFI-StThom_7596
40064,N40064,2017,899,430,4.411619,1,Ranch1,_77146,Ranch1_77146
40065,N40065,2017,705,420,4.495596,15,Ranch2,_7596,Ranch2_7596
40066,N40066,2017,883,410,5.055797,34,STOFI-StThom,_7596,STOFI-StThom_7596
40067,N40067,2017,754,710,4.257484,34,STOFI-StThom,_7596,STOFI-StThom_7596
40068,N40068,2017,843,390,3.733425,34,STOFI-StThom,_7596,STOFI-StThom_7596
40069,N40069,2017,983,420,4.6362309,1,Ranch1,_77146,Ranch1_77146
40070,N40070,2017,767,610,5.472493,23,Ranch5,_7596,Ranch5_7596
40071,N40071,2017,762,490,4.911229,34,STOFI-StThom,_7596,STOFI-StThom_7596
40072,N40072,2017,867,410,4.63166,9,Ranch14,_7596,Ranch14_7596
40073,N40073,2017,827,390,4.409493,34,STOFI-StThom,_7596,STOFI-StThom_7596
40074,N40074,2017,762,610,5.335366,15,Ranch2,_7596,Ranch2_7596
40075,N40075,2017,882,320,4.274492,1,Ranch1,_77146,Ranch1_77146
40076,N40076,2017,865,420,4.0789,1,Ranch1,_77146,Ranch1_77146
40077,N40077,2017,881,310,7.397586,1,Ranch1,_77146,Ranch1_77146
40078,N40078,2017,980,410,4.74859,1,Ranch1,_77146,Ranch1_77146
40079,N40079,2017,896,420,4.572132,0,0,0,00
40080,N40080,2017,849,370,6.017812,1,Ranch1,_77146,Ranch1_77146
40081,N40081,2017,792,430,5.993363,1,Ranch1,_77146,Ranch1_77146
40082,N40082,2017,714,390,5.340681,1,Ranch1,_77146,Ranch1_77146
40083,N40083,2017,931,410,4.45095,1,Ranch1,_77146,Ranch1_77146
40084,N40084,2017,793,410,3.901379,1,Ranch1,_77146,Ranch1_77146
40085,N40085,2017,759,510,5.041978,1,Ranch1,_77146,Ranch1_77146
40086,N40086,2017,743,520,,1,Ranch1,_77146,Ranch1_77146
40087,N40087,2017,823,,5.094065,0,Ranch3,_77146,Ranch3_77146
40088,N40088,2017,805,510,4.465832,1,Ranch1,_77146,Ranch1_77146
40089,N40089,2017,695,390,4.925048,1,Ranch1,_77146,Ranch1_77146
40090,N40090,2017,846,380,4.494533,1,Ranch1,_77146,Ranch1_77146
40091,N40091,2017,811,280,4.000238,1,Ranch1,_77146,Ranch1_77146
40092,N40092,2017,862,510,4.598707,1,Ranch1,_77146,Ranch1_77146
40093,N40093,2017,995,480,3.896064,1,Ranch1,_77146,Ranch1_77146
40094,N40094,2017,828,430,4.548746,1,Ranch1,_77146,Ranch1_77146
40095,N40095,2017,884,510,4.327642,1,Ranch1,_77146,Ranch1_77146
40096,N40096,2017,866,490,4.396737,1,Ranch1,_77146,Ranch1_77146
40097,N40097,2017,840,510,4.602959,1,Ranch1,_77146,Ranch1_77146
40098,N40098,2017,801,610,6.19427,1,Ranch1,_77146,Ranch1_77146
40099,N40099,2017,869,490,4.396737,1,Ranch1,_77146,Ranch1_77146
40100,N40100,2017,877,510,4.35528,1,Ranch1,_77146,Ranch1_77146
40101,N40101,2017,793,520,4.199019,1,Ranch1,_77146,Ranch1_77146
40102,N40102,,,,4.602959,0,0,0,00
40103,N40103,2017,923,450,5.678715,0,Ranch3,_77146,Ranch3_77146
40104,N40104,2017,852,420,4.808118,1,Ranch1,_77146,Ranch1_77146
40105,N40105,2017,1020,740,4.595518,1,Ranch1,_77146,Ranch1_77146
40106,N40106,2017,760,410,4.443509,1,Ranch1,_77146,Ranch1_77146
40107,N40107,2017,869,620,4.550872,1,Ranch1,_77146,Ranch1_77146
40108,N40108,2017,860,420,4.696503,1,Ranch1,_77146,Ranch1_77146
40109,N40109,2017,764,410,5.041978,1,Ranch1,_77146,Ranch1_77146
40110,N40110,2017,961,410,5.179105,1,Ranch1,_77146,Ranch1_77146
40111,N40111,2017,784,410,3.997049,1,Ranch1,_77146,Ranch1_77146
50001,N50001,2017,883,390,5.002647,33,STOFI-StThom,_7566,STOFI-StThom_7566
50002,N50002,2017,826,,4.995206,13,Ranch2,_7566,Ranch2_7566
50003,N50003,2017,735,,5.340681,0,0,_7566,0_7566
50004,N50004,2017,760,,5.223751,2,Ranch11,_7566,Ranch11_7566
50005,N50005,2017,805,720,4.412682,13,Ranch2,_7566,Ranch2_7566
50006,N50006,2017,903,480,5.096191,33,STOFI-StThom,_7566,STOFI-StThom_7566
50007,N50007,2017,711,420,4.088467,33,STOFI-StThom,_7566,STOFI-StThom_7566
50008,N50008,2017,836,320,,2,Ranch11,_7566,Ranch11_7566
50009,N50009,2017,752,670,4.420123,33,STOFI-StThom,_7566,STOFI-StThom_7566
50010,N50010,2017,894,420,5.117451,22,Ranch5,_7566,Ranch5_7566
50011,N50011,2017,780,410,4.579573,33,STOFI-StThom,_7566,STOFI-StThom_7566
50012,N50012,2017,893,480,3.977915,8,Ranch14,_7566,Ranch14_7566
50013,N50013,2017,921,510,3.670708,8,Ranch14,_7566,Ranch14_7566
50014,N50014,2017,861,360,5.228003,22,Ranch5,_7566,Ranch5_7566
50015,N50015,2017,709,580,7.324239,33,STOFI-StThom,_7566,STOFI-StThom_7566
50016,N50016,2017,888,630,4.79111,22,Ranch5,_7566,Ranch5_7566
50017,N50017,2017,864,360,4.22772,2,Ranch11,_7566,Ranch11_7566
50018,N50018,2017,805,360,5.84348,2,Ranch11,_7566,Ranch11_7566
50019,N50019,2017,766,440,3.713228,33,STOFI-StThom,_7566,STOFI-StThom_7566
50020,N50020,2017,953,370,4.329768,22,Ranch5,_7566,Ranch5_7566
50021,N50021,2017,853,420,4.356343,22,Ranch5,_7566,Ranch5_7566
50022,N50022,2017,835,410,4.767724,2,Ranch11,_7566,Ranch11_7566
50023,N50023,2017,840,470,3.607991,13,Ranch2,_7566,Ranch2_7566
50024,N50024,2017,789,610,6.402618,33,STOFI-StThom,_7566,STOFI-StThom_7566
50025,N50025,2017,728,410,4.570006,33,STOFI-StThom,_7566,STOFI-StThom_7566
50026,N50026,2017,842,410,4.175633,2,Ranch11,_7566,Ranch11_7566
50027,N50027,2017,916,470,4.314886,2,Ranch11,_7566,Ranch11_7566
50028,N50028,2017,781,340,4.793236,22,Ranch5,_7566,Ranch5_7566
50029,N50029,2017,854,610,5.867929,33,STOFI-StThom,_7566,STOFI-StThom_7566
50030,N50030,2017,880,420,4.035317,22,Ranch5,_7566,Ranch5_7566
50031,N50031,2017,912,410,4.22772,13,Ranch2,_7566,Ranch2_7566
50032,N50032,2017,879,340,4.774102,33,STOFI-StThom,_7566,STOFI-StThom_7566
50033,N50033,2017,799,320,4.175633,2,Ranch11,_7566,Ranch11_7566
50034,N50034,2017,756,470,4.64229,2,Ranch11,_7566,Ranch11_7566
50035,N50035,2017,779,460,4.743275,2,Ranch11,_7566,Ranch11_7566
50036,N50036,2017,913,340,4.507289,2,Ranch11,_7566,Ranch11_7566
50037,N50037,2017,888,470,5.128081,2,Ranch11,_7566,Ranch11_7566
50038,N50038,2017,723,310,4.643353,4,Ranch11,_7606,Ranch11_7606
50039,N50039,2017,818,420,5.627691,6,Ranch12,_7626,Ranch12_7626
50040,N50040,2017,788,480,4.19583,17,Ranch2,_7626,Ranch2_7626
50041,N50041,2017,752,210,4.764535,6,Ranch12,_7626,Ranch12_7626
50042,N50042,2017,708,430,8.550941,34,STOFI-StThom,_7596,STOFI-StThom_7596
50043,N50043,2017,752,310,4.902725,15,Ranch2,_7596,Ranch2_7596
50044,N50044,2017,804,360,5.727613,5,Ranch12,_7606,Ranch12_7606
50045,N50045,2017,773,610,4.893158,16,Ranch2,_7606,Ranch2_7606
50046,N50046,2017,750,410,4.664613,17,Ranch2,_7626,Ranch2_7626
50047,N50047,2017,819,430,3.822717,4,Ranch11,_7606,Ranch11_7606
50048,N50048,2017,711,370,4.399926,34,STOFI-StThom,_7596,STOFI-StThom_7596
50049,N50049,2017,922,460,5.37576,34,STOFI-StThom,_7596,STOFI-StThom_7596
50050,N50050,2017,792,460,4.427564,5,Ranch12,_7606,Ranch12_7606
50051,N50051,2017,821,410,6.0986,6,Ranch12,_7626,Ranch12_7626
50052,N50052,2017,828,410,4.129924,17,Ranch2,_7626,Ranch2_7626
50053,N50053,2017,848,390,4.113979,17,Ranch2,_7626,Ranch2_7626
50054,N50054,2017,730,390,5.452296,15,Ranch2,_7596,Ranch2_7596
50055,N50055,2017,605,380,4.955875,34,STOFI-StThom,_7596,STOFI-StThom_7596
50056,N50056,2017,667,430,,34,STOFI-StThom,_7596,STOFI-StThom_7596
50057,N50057,2017,781,510,3.929017,6,Ranch12,_7626,Ranch12_7626
50058,N50058,2017,639,510,5.47143,34,STOFI-StThom,_7596,STOFI-StThom_7596
50059,N50059,2017,670,390,5.445918,34,STOFI-StThom,_7596,STOFI-StThom_7596
50060,N50060,2017,799,,3.936458,34,STOFI-StThom,_7596,STOFI-StThom_7596
50061,N50061,2017,747,410,5.474619,17,Ranch2,_7626,Ranch2_7626
50062,N50062,2017,697,360,4.698629,34,STOFI-StThom,_7596,STOFI-StThom_7596
50063,N50063,2017,777,770,4.420123,34,STOFI-StThom,_7596,STOFI-StThom_7596
50064,N50064,2017,828,420,4.441383,17,Ranch2,_7626,Ranch2_7626
50065,N50065,2017,811,530,4.819811,15,Ranch2,_7596,Ranch2_7596
50066,N50066,2017,812,420,5.028159,6,Ranch12,_7626,Ranch12_7626
50067,N50067,2017,795,370,4.554061,17,Ranch2,_7626,Ranch2_7626
50068,N50068,2017,819,410,5.157845,24,Ranch5,_7606,Ranch5_7606
50069,N50069,2017,701,430,4.744338,34,STOFI-StThom,_7596,STOFI-StThom_7596
50070,N50070,2017,808,380,4.382918,15,Ranch2,_7596,Ranch2_7596
50071,N50071,2017,836,620,4.615715,15,Ranch2,_7596,Ranch2_7596
50072,N50072,2017,797,420,6.657738,0,STOFI-StThom,_7626,STOFI-StThom_7626
50073,N50073,2017,762,390,4.044884,34,STOFI-StThom,_7596,STOFI-StThom_7596
50074,N50074,2017,819,430,5.702101,34,STOFI-StThom,_7596,STOFI-StThom_7596
50075,N50075,2017,733,420,4.031065,34,STOFI-StThom,_7596,STOFI-StThom_7596
50076,N50076,2017,746,470,4.474336,16,Ranch2,_7606,Ranch2_7606
50077,N50077,2017,813,410,4.171381,28,STOFI-Bright,_7186,STOFI-Bright_7186
50078,N50078,2017,923,420,5.111073,28,STOFI-Bright,_7186,STOFI-Bright_7186
50079,N50079,2017,1028,380,,19,Ranch3,_7186,Ranch3_7186
50080,N50080,2017,1009,450,6.267617,28,STOFI-Bright,_7186,STOFI-Bright_7186
50081,N50081,2017,951,350,6.492973,19,Ranch3,_7186,Ranch3_7186
50082,N50082,2017,770,410,4.407367,19,Ranch3,_7186,Ranch3_7186
50083,N50083,2017,832,380,4.910166,28,STOFI-Bright,_7186,STOFI-Bright_7186
50084,N50084,2017,836,440,3.924765,0,Ranch2,_7186,Ranch2_7186
50085,N50085,2017,912,420,4.808118,19,Ranch3,_7186,Ranch3_7186
50086,N50086,2017,993,390,3.854607,19,Ranch3,_7186,Ranch3_7186
50087,N50087,2017,951,570,5.675526,0,Ranch2,_7186,Ranch2_7186
50088,N50088,2017,969,290,6.306948,19,Ranch3,_7186,Ranch3_7186
50089,N50089,2017,948,380,5.007962,19,Ranch3,_7186,Ranch3_7186
50090,N50090,2017,917,340,4.864457,19,Ranch3,_7186,Ranch3_7186
50091,N50091,2017,868,420,4.592329,28,STOFI-Bright,_7186,STOFI-Bright_7186
50092,N50092,2017,834,680,4.008742,28,STOFI-Bright,_7186,STOFI-Bright_7186
50093,N50093,2017,845,610,5.647888,28,STOFI-Bright,_7186,STOFI-Bright_7186
50094,N50094,2017,829,410,5.681904,19,Ranch3,_7186,Ranch3_7186
50095,N50095,2017,955,440,4.348902,28,STOFI-Bright,_7186,STOFI-Bright_7186
50096,N50096,2017,786,510,5.825409,0,Ranch6,_7186,Ranch6_7186
50097,N50097,2017,910,520,4.693314,19,Ranch3,_7186,Ranch3_7186
50098,N50098,2017,850,420,6.170884,28,STOFI-Bright,_7186,STOFI-Bright_7186
50099,N50099,2017,927,410,5.08875,19,Ranch3,_7186,Ranch3_7186
50100,N50100,2017,850,420,5.587297,19,Ranch3,_7186,Ranch3_7186
50101,N50101,2017,880,340,5.103632,19,Ranch3,_7186,Ranch3_7186
50102,N50102,2017,859,420,4.122483,28,STOFI-Bright,_7186,STOFI-Bright_7186
50103,N50103,2017,753,410,4.460517,0,Ranch6,_7186,Ranch6_7186
50104,N50104,2017,809,360,5.849858,19,Ranch3,_7186,Ranch3_7186
50105,N50105,2017,803,420,4.349965,19,Ranch3,_7186,Ranch3_7186
50106,N50106,2017,914,410,8.233104,28,STOFI-Bright,_7186,STOFI-Bright_7186
50107,N50107,2017,794,420,3.831221,19,Ranch3,_7186,Ranch3_7186
50108,N50108,2017,866,,4.422249,19,Ranch3,_7186,Ranch3_7186
50109,N50109,2017,877,,5.002647,28,STOFI-Bright,_7186,STOFI-Bright_7186
50110,N50110,2017,923,,4.862331,19,Ranch3,_7186,Ranch3_7186
60001,N60001,2017,848,410,4.343587,17,Ranch2,_7626,Ranch2_7626
60002,N60002,2017,881,460,5.523517,16,Ranch2,_7606,Ranch2_7606
60003,N60003,2017,741,470,4.176696,17,Ranch2,_7626,Ranch2_7626
60004,N60004,2017,796,440,5.687219,16,Ranch2,_7606,Ranch2_7606
60005,N60005,2017,755,510,4.13205,17,Ranch2,_7626,Ranch2_7626
60006,N60006,2017,883,350,5.83285,16,Ranch2,_7606,Ranch2_7606
60007,N60007,2017,719,410,6.902228,24,Ranch5,_7606,Ranch5_7606
60008,N60008,2017,800,520,4.064018,17,Ranch2,_7626,Ranch2_7626
60009,N60009,2017,819,390,7.762195,16,Ranch2,_7606,Ranch2_7606
60010,N60010,2017,696,320,4.816622,17,Ranch2,_7626,Ranch2_7626
60011,N60011,2017,829,550,4.107601,16,Ranch2,_7606,Ranch2_7606
60012,N60012,2017,768,420,4.614652,4,Ranch11,_7606,Ranch11_7606
60013,N60013,2017,907,460,4.550872,16,Ranch2,_7606,Ranch2_7606
60014,N60014,2017,808,420,6.099663,17,Ranch2,_7626,Ranch2_7626
60015,N60015,2017,802,590,4.15331,17,Ranch2,_7626,Ranch2_7626
60016,N60016,2017,857,510,,17,Ranch2,_7626,Ranch2_7626
60017,N60017,2017,757,390,6.896913,17,Ranch2,_7626,Ranch2_7626
60018,N60018,2017,851,410,5.277964,5,Ranch12,_7606,Ranch12_7606
60019,N60019,2017,915,420,4.412682,5,Ranch12,_7606,Ranch12_7606
60020,N60020,2017,815,420,5.101506,5,Ranch12,_7606,Ranch12_7606
60021,N60021,2017,685,630,5.812653,6,Ranch12,_7626,Ranch12_7626
60022,N60022,2017,753,390,3.91945,17,Ranch2,_7626,Ranch2_7626
60023,N60023,2017,811,440,4.363784,17,Ranch2,_7626,Ranch2_7626
60024,N60024,2017,888,450,4.511541,16,Ranch2,_7606,Ranch2_7606
60025,N60025,2017,767,420,6.18364,6,Ranch12,_7626,Ranch12_7626
60026,N60026,2017,816,430,6.737463,0,STOFI-StThom,_7606,STOFI-StThom_7606
60027,N60027,2017,753,410,3.612243,17,Ranch2,_7626,Ranch2_7626
60028,N60028,2017,897,680,3.999175,17,Ranch2,_7626,Ranch2_7626
60029,N60029,2017,827,380,5.81159,17,Ranch2,_7626,Ranch2_7626
60030,N60030,2017,901,420,4.409493,24,Ranch5,_7606,Ranch5_7606
60031,N60031,2017,787,420,3.965159,16,Ranch2,_7606,Ranch2_7606
60032,N60032,2017,829,410,6.581202,6,Ranch12,_7626,Ranch12_7626
60033,N60033,2017,808,470,4.371225,17,Ranch2,_7626,Ranch2_7626
60034,N60034,2017,816,460,4.301067,4,Ranch11,_7606,Ranch11_7606
60035,N60035,2017,737,460,5.69466,5,Ranch12,_7606,Ranch12_7606
60036,N60036,2017,878,380,4.200082,17,Ranch2,_7626,Ranch2_7626
60037,N60037,2017,778,360,5.361941,6,Ranch12,_7626,Ranch12_7626
60038,N60038,2017,737,390,5.826472,7,Ranch13,_7096,Ranch13_7096
60039,N60039,2017,696,470,4.817685,7,Ranch13,_7096,Ranch13_7096
60040,N60040,2017,888,430,4.01512,7,Ranch13,_7096,Ranch13_7096
60041,N60041,2017,967,430,4.653983,7,Ranch13,_7096,Ranch13_7096
60042,N60042,2017,726,530,5.651077,7,Ranch13,_7096,Ranch13_7096
60043,N60043,2017,841,420,5.537336,7,Ranch13,_7096,Ranch13_7096
60044,N60044,2017,793,360,4.436068,7,Ranch13,_7096,Ranch13_7096
60045,N60045,2017,725,440,6.952189,7,Ranch13,_7096,Ranch13_7096
60046,N60046,2017,828,430,4.421186,7,Ranch13,_7096,Ranch13_7096
60047,N60047,2017,804,510,4.879339,7,Ranch13,_7096,Ranch13_7096
60048,N60048,2017,860,390,5.455485,7,Ranch13,_7096,Ranch13_7096
60049,N60049,2017,731,340,4.354217,7,Ranch13,_7096,Ranch13_7096
