UFID_Corrected,YEAR,Marbling,CG,Ranch,LOT,RanchLOT,PC1,PC2
1450,2016,380,10,Ranch16,_7145,Ranch16_7145,-0.000620287,-0.0298395
1490,2016,390,10,Ranch16,_7145,Ranch16_7145,0.00894044,-0.0461348
1492,2016,390,10,Ranch16,_7145,Ranch16_7145,-0.00529245,0.0457205
1495,2016,420,10,Ranch16,_7145,Ranch16_7145,-0.00380138,0.0203111
1528,2016,420,10,Ranch16,_7145,Ranch16_7145,-0.00941483,0.0344801
1529,2016,320,10,Ranch16,_7145,Ranch16_7145,0.00517338,-0.0273645
1535,2016,320,10,Ranch16,_7145,Ranch16_7145,0.009579,-0.0142663
1538,2016,400,10,Ranch16,_7145,Ranch16_7145,-0.00450485,-0.0425075
1547,2016,360,10,Ranch16,_7145,Ranch16_7145,-0.00623855,-0.0377778
1548,2016,520,10,Ranch16,_7145,Ranch16_7145,-0.00286179,0.0319551
1557,2016,620,10,Ranch16,_7145,Ranch16_7145,-0.00605402,-0.0265304
1558,2016,430,10,Ranch16,_7145,Ranch16_7145,-0.00302553,0.0480691
1653,2016,340,21,Ranch4,_7375,Ranch4_7375,0.014054,-0.0476521
1675,2016,330,21,Ranch4,_7375,Ranch4_7375,-0.00595271,-0.00526757
1682,2016,280,21,Ranch4,_7375,Ranch4_7375,0.000694478,-0.00324568
1689,2016,370,21,Ranch4,_7375,Ranch4_7375,-0.00574096,-0.036552
1695,2016,310,21,Ranch4,_7375,Ranch4_7375,0.00972943,-0.000816316
1698,2016,410,21,Ranch4,_7375,Ranch4_7375,0.000659907,0.0625676
1707,2016,320,21,Ranch4,_7375,Ranch4_7375,0.00663423,-0.0370007
2754,2016,420,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.0133324,0.0451625
2760,2016,620,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.0109169,0.00414441
2761,2016,420,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,0.00304895,0.0160696
2770,2016,480,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00225091,0.0280021
2780,2016,540,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.0109781,0.040087
2781,2016,430,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00528345,0.0179145
2786,2016,390,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.0037259,0.010937
2790,2016,380,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,0.00014621,0.00842694
2793,2016,440,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00171192,0.0271364
2794,2016,330,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,0.0167985,-0.055735
2801,2016,300,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00429492,0.00872768
2809,2016,390,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00405311,0.0343399
2814,2016,380,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.000450961,0.0272069
2815,2016,320,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,0.00977517,-0.0156221
2818,2016,550,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.0114484,0.0782715
2822,2016,380,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00931376,0.0249876
2827,2016,520,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00549606,0.0397782
2834,2016,420,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00174075,0.0248699
2836,2016,340,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,0.000797969,0.0153634
2837,2016,640,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.000410747,0.000744893
2843,2016,520,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.0111365,0.0533234
2853,2016,380,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00454785,0.00503196
2862,2016,420,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00593136,0.0478892
2876,2016,420,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,0.00699577,0.044198
2883,2016,470,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00230139,0.0172285
2893,2016,370,32,STOFI-Miccos,_7495,STOFI-Miccos_7495,-0.00288783,0.00485655
N10001,2017,440,34,STOFI-StThom,_7596,STOFI-StThom_7596,0.00215953,-0.0255034
N10003,2017,320,35,Ranch12,_7586,Ranch12_7586,0.00179481,-0.0269237
N10005,2017,510,9,Ranch14,_7596,Ranch14_7596,-0.00475187,0.036073
N10006,2017,410,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.0106102,0.00273726
N10007,2017,410,14,Ranch2,_7586,Ranch2_7586,-0.011786,-0.0173355
N10008,2017,420,15,Ranch2,_7596,Ranch2_7596,0.0159771,0.0492118
N10009,2017,380,3,Ranch11,_7586,Ranch11_7586,0.0140884,-0.0678559
N10011,2017,380,15,Ranch2,_7596,Ranch2_7596,0.0206958,0.0432989
N10012,2017,370,15,Ranch2,_7596,Ranch2_7596,-0.00208717,-0.00539088
N10013,2017,410,14,Ranch2,_7586,Ranch2_7586,-0.00642995,0.00693503
N10014,2017,490,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00695155,-0.027419
N10016,2017,490,9,Ranch14,_7596,Ranch14_7596,-0.00975984,-0.00433753
N10017,2017,510,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00190748,0.0112091
N10018,2017,360,35,Ranch12,_7586,Ranch12_7586,-0.000805473,-0.0291788
N10019,2017,510,35,Ranch12,_7586,Ranch12_7586,0.000425189,-0.0150774
N10020,2017,480,35,Ranch12,_7586,Ranch12_7586,-0.00326967,-0.0158614
N10021,2017,350,35,Ranch12,_7586,Ranch12_7586,-0.00617128,-0.0267256
N10022,2017,480,12,Ranch17,_F7,Ranch17_F7,-0.00445534,-0.0412943
N10023,2017,390,12,Ranch17,_F7,Ranch17_F7,-0.00924034,-0.0254221
N10024,2017,410,14,Ranch2,_7586,Ranch2_7586,0.00646205,-0.0139618
N10025,2017,420,12,Ranch17,_F7,Ranch17_F7,-0.00667939,-0.0227214
N10026,2017,410,12,Ranch17,_F7,Ranch17_F7,-0.00766407,-0.00281013
N10027,2017,370,12,Ranch17,_F7,Ranch17_F7,-0.00126464,-0.0206441
N10028,2017,480,12,Ranch17,_F7,Ranch17_F7,0.000701844,-0.0249291
N10029,2017,390,12,Ranch17,_F7,Ranch17_F7,-0.0104289,-0.0258235
